sentence,label
"['Hij', 'zag', 'ook', 'menig', 'hecht', 'gebouw', 'Door', 'd', 'onvermoeiden', 'tand', 'Van', 'nijd', ',', 'vooroordeel', ',', 'bastaardij', 'En', 'domheid', 'aangerand', ';', 'En', 'dan', 'de', 'grondvest', ',', 'ijzersterk', ',', 'Van', 'wormen', 'doorgeknaagd', ';', 'En', 't', 'hecht', 'gebouw', 'viel', 'wagglend', 'neêr', ',', 'Door', 'kunst', 'noch', 'deugd', 'geschraagd', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['t', 'Zamen', 'wonen', 'Luipaerd', ',', 'Wolf', ',', 'en', 'Geit', ',', 'en', 'Lam', ':', 'Nu', 'verkeeren', 'Japhets', 'Zonen', ',', 'Met', 'het', 'Kroost', 'van', 'Abraham', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Die', 'in', 'de', 'veegste', 'stonden', 'U', 'plegtig', 'hebt', 'verbonden', 'Door', 'eendragts', 'rozeband', ';', 'Wier', 'fiere', 'vrijheidszonen', 'Een', 'plekje', 'gronds', 'bewonen', ',', 'Ontwoekerd', 'aan', 'de', 'zee', ',', 'Wel', 'klein', 'voor', 't', 'oog', 'der', 'aarde', ',', 'Maar', 'van', 'onschatbre', 'waarde', ',', 'En', 'eens', 'des', 'werelds', 'reê', ';', 'Die', ',', 'in', 'vervlogene', 'eeuwen', ',', 'Uw', 'stoute', 'waterleeuwen', 'Rondom', 'den', 'aardbol', 'zond', ',', 'Op', 'schaars', 'betreden', 'wegen', 'Alom', 'den', 'roem', 'en', 'zegen', 'Aan', 'uwe', 'vlag', 'verbond', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Gij', 'toont', 'den', 'hoeksteen', 'aan', ',', 'waarop', 'de', 'Apostlen', 'bouwden', 'Die', 'Christus', 'als', 'de', 'rots', 'der', 'Groote', 'Kerk', 'beschouwden', ',', 'Gelijk', 't', 'de', 'Heiland', 'had', 'beloofd', ',', 'Gelijk', 'hij', 't', 'spelde', ',', 'vol', 'vertrouwen', ',', 'Aan', 'Petrus', 'aller', 'opperhoofd', ':', 'Gij', 'zijt', 'een', 'Steen', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Figuurlijk', ':', 'hij', 'heeft', 'den', 'papegaai', 'geschoten', ',', 'hij', 'heeft', 'eene', 'goede', 'winst', 'gehad', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Niet', 'dat', 'de', 'heer', 'Bakhuizen', 'mij', 'de', 'vingeren', 'niet', 'doet', 'jeuken', ';', 'integendeel', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Alle', 'vrouwen', ',', 'die', 'men', 'aantrof', ',', 'zeide', 'hem', 'zijne', 'Julietta', ',', 'keken', 'hem', 'op', 'eene', 'meer', 'dan', 'gewone', ',', 'altoos', 'oplettende', 'wijze', 'aan', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['De', 'Offerpriester', 'geeft', 'een', 'sein', 'om', 'het', 'vuur', 'des', 'Altaars', 'te', 'doen', 'ontbranden', ':', 'de', 'Toortsdrager', ',', 'uit', 'al', 'te', 'grooten', 'ijver', 'om', 'zijne', 'taak', 'met', 'roem', 'te', 'volbrengen', ',', 'zwaait', 'met', 'zijne', 'fakkel', 'ginds', 'en', 'herwaarts', ',', 'om', 'den', 'brandstapel', 'met', 'glans', 'te', 'ontsteken', ',', 'doch', 'al', 'slingerende', 'verzengt', 'hij', 'bij', 'toeval', 'den', 'staart', 'van', 'het', 'paard', ',', 'welke', 'zoo', 'gevoelig', 'was', 'geworden', 'door', 'het', 'driftig', 'uitrukken', 'der', 'haren', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['De', 'man', 'gaf', 'geen', 'antwoord', 'en', 'een', 'half', 'uur', 'verliep', 'onder', 'gefluister', 'en', 'het', 'maken', 'van', 'allerlei', 'gissingen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Daar', 'wierde', 'een', 'gelag', 'op', 'gezet', ',', 'en', 'den', 'Boer', 'rijkelijk', 'terende', ',', 'was', ',', 'eer', 'twee', 'dagen', 'om', 'waren', ',', 'al', 'zijn', 'gelt', 'quijt', ';', 'Hy', 'begeeft', 'zig', 'weer', 'met', 'het', 'verken', ',', 'dat', 'hy', 'ingeruilt', 'had', ',', 'op', 'weg', ',', 'en', 'hem', 'komt', 'een', 'Schaap', 'herder', 'te', 'gemoet', ',', 'sy', 'ruilen', 'weer', 't', 'zamen', ',', 'en', 'de', 'Boer', 'krijgt', 'een', 'schaap', ',', 'en', 'een', 'rijxdaalder', 'in', 'de', 'hand', 'toe', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ik', 'vroeg', 'mij', 'af', ',', 'wat', 'ik', 'op', 'mijne', 'beurt', 'wel', 'zou', 'willen', 'afvragen', 'aan', 'al', 'wie', 'deze', 'bladzijde', 'onder', 'de', 'oogen', 'komt', ':', 'Heeft', 'ook', 'voor', 'u', 'de', 'dood', 'zijn', 'laatsten', 'prikkel', 'verloren', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['En', 'hierom', 'is', 'het', 'dat', 'dit', 'arm', 'lichaam', 'doende', 'braden', ',', 'sy', 'daar', 'af', 'het', 'vet', 'seer', 'sorghvuldighlijk', 'op', 'scheppen', 'en', 'vergaderen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Hij', 'schreef', 'de', 'volgende', 'werken', ':', 'Algemeene', 'Naam', 'lijst', 'van', 'boeken', 'met', 'de', 'prijzen', ',', 'of', 'de', 'Boek', 'Negotie', 'enz', '.', 'Leeuw', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['De', 'vader', ',', 'vol', 'bezwaren', ',', 'hij', 'zegt', ':', 'Mijn', 'liefste', 'kind', ',', 'in', 'uwe', 'kinderjaren', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Amaryllis', ',', 'soo', 'ick', 'hoore', ',', 'Heeft', 'al', 'dickwils', 'me', 'ghereen', 'Met', 'de', 'Iuffers', 'van', 'de', 'steen', ':', 'Sy', 'seyt', ',', 'ick', 'en', 'ben', 'gheen', 'sloore', ',', 'Ick', 'en', 'ben', 'voor', 'Claes', 'noch', 'Pier', ',', 'Ick', 'en', 'was', 'noyt', 't', 'mellick', 'dier', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Deze', 'zoogenaamde', 'Bonanza', 'koningen', 'waren', 'vroeger', 'alle', 'menschen', ',', 'die', 'blij', 'waren', 'van', 'den', 'eenen', 'dag', 'tot', 'den', 'anderen', 'te', 'komen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ook', 'de', 'dichter', 'denkt', 'het', 'met', 'ons', ',', 'en', 'in', 'zijn', 'derde', 'koeplet', 'zingt', 'hij', ':', 'Neen', ',', 'zet', 'deur', 'en', 'venster', 'open', ',', 'Hangt', 'aan', 'kapstok', 'hoed', 'en', 'jas', ',', 'Maar', 'om', 'prettig', 'vrij', 'te', 'loopen', 'Door', 'het', 'frissche', 'malsche', 'gras', ';', 'Lente', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
"['Daarop', 'trokken', 'we', 'haar', 'met', 'den', 'voorsteven', 'naar', 'de', 'zee', 'en', 'groeven', 'toen', 'een', 'geul', ',', 'opdat', 'zij', 'spoedig', 'vlot', 'zou', 'worden', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ghy', 'zijt', 'mijn', 'toeulucht', 'alleyn', 'Verlaet', 'my', 'nemmermeere', 'Mijn', 'Godt', ',', 'mijn', 'Capiteyn', 'Ick', 'ben', 'seer', 'broos', 'en', 'teere', 'Ick', 'en', 'sal', 'v', 'niet', 'laten', 'Ick', 'heb', 'om', 'uwer', 'baten', 'Vermuecht', 'ghy', 'niet', 'te', 'gaer', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ant', '.', 'Als', 'hy', 'den', 'Mantel', 'van', 'Elias', 'had', 'opgenomen', ',', 'so', 'sloeg', 'hy', 'daer', 'mede', 'de', 'Jordane', ',', 'en', 'de', 'wateren', 'hier', 'op', 'van', 'een', 'scheydende', ',', 'so', 'is', 'hy', 'droog', 'voets', 'daer', 'door', 'gegaen', ',', '2', 'Reg', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Siet', 'treurighe', 'harder', 'u', 'Lammeren', 'droef', 'Treen', 'de', 'harde', 'rossen', 'neer', 'Al', 'knabbelen', 'varder', 'zy', 'doolen', ',', 'doch', 'men', 'behoeft', 'Vaer', 'niet', 'te', 'fluyten', 'weer', ',', 'Ay', 'Graest', ';', 'ay', 'Graest', ',', 'Maer', 'loopt', 'niet', 'uyt', 'de', 'weegh', ',', 'Wie', 'sal', 'doch', 'u', 'uyers', 'melcken', 'leegh', '?']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['vroeg', 'de', 'Piémontees', 'met', 'levendigheid', '.']","[0, 0, 0, 0, 0, 0]"
"['Bernicla', ',', 'of', 'Bernikel', 'Gansen', ':', 'Haeren', 'wonderlijcken', 'haer', 'toegeschrevenen', 'oorsprongh', ':', 'Veelerley', 'Getuygenissen', 'soo', 'voor', 'als', 'tegens', 'deselve', ',', 'en', 'aenmercklijcke', 'bedenckingen', 'daer', 'over', ':', 'Hoese', ',', 'sonder', 'uytbroedingh', 'der', 'oude', ',', 'aen', 'de', 'Schotsche', 'Eylanden', 'werden', 'gegenereerd', ',', 'volgens', 'Kircheri', 'gevoelen', ';', 'met', 'aenwijsingh', ',', 'dat', 'sijne', 'bygebraghte', 'redenen', 'niet', 'kraghtigh', 'noch', 'overtuygend', 'genoegh', 'sijn', '.']","[1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Deze', 'Schapen', ',', 'welker', 'wol', 'zeer', 'fijn', 'is', ',', 'blijven', 'winter', 'en', 'zomer', 'in', 'de', 'vrije', 'lucht', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Wat', 'men', 'sal', 'doen', 'wanneer', 'een', 'muys', ',', 'ratte', 'c', '.', 'de', 'Hostie', 'gegeeten', 'hebben', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['Ghy', 'verliest', 'alle', 'uwe', 'lieffelicke', 'propoosten', ',', 'hebt', 'ghy', 'eenighe', 'wijse', ',', 'treffelicke', ',', 'Godtsalighe', 'discoursen', 'aen', 'tafel', ',', 'ghy', 'en', 'doeter', 'gheen', 'profijt', 'mede', ',', 'zijn', 'sinnen', 'hanghen', 'alleen', 'aen', 'dat', 'weereltsche', 'goedt', ',', 'ghy', 'stroyt', 'Peerlen', 'voor', 'de', 'Verckens', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['I', 'kunnen', 'niet', 'weten', '.']","[0, 0, 0, 0, 0]"
"['O', 'dichters', 'die', 'voor', 't', 'hart', 'wilt', 'zingen', ',', 'Verheft', ',', 'in', 'uw', 'bekoorlyk', 'spel', ',', 'Het', 'levenslot', 'der', 'stervelingen', ',', 'Niet', 'naer', 't', ':', 'hoe', 'lang', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Dra', 'schiet', 'de', 'zon', 'heur', 'strael', 'op', 'den', 'slanken', 'mast', ',', 'Waer', 'harp', 'en', 'mirttwyg', 'bloeijende', 'zyn', 'vereend', ',', 'Dan', 'koestert', ',', 'zuizlend', 'door', 'de', 'zeilen', ',', 't', 'Koeltjen', 'myn', 'oor', 'met', 'de', 'liefste', 'akkoorden', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Wij', 'zijn', 'dus', 'werkelijk', 'een', 'heel', 'eind', 'wegs', 'gevorderd', 'op', 'den', 'weg', ',', 'die', 'leidt', 'tot', 'opheffing', 'van', 'allen', 'gedwongen', 'arbeid', ',', 'van', 'elke', 'beschikking', 'over', 'den', 'grond', 'van', 'den', 'inlander', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['En', 'waren', 'ze', 'hun', 'erfzoon', 'kwijt', '!']","[0, 0, 0, 0, 0, 0, 0]"
"['Statig', 'prijken', 'in', 'de', 'wouden', 'Beuk', ',', 'en', 'eik', ',', 'en', 'populier', ';', 'Lieflijk', 'geuren', 'in', 'de', 'hoven', 'Roos', ',', 'jasmijn', 'en', 'angelier', '.']","[0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 3, 0]"
"['Sparganium', ',', 'waterlisch', ',', 'kandelaars', '.']","[3, 0, 3, 0, 0, 0]"
"['Dorst', 'gy', 'myn', 'leeven', 'waagen', ',', 'Uilskuiken', 'van', 'de', 'buurt', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['Gelijk', 'voss', 'homerus', 'in', 'hetzelfde', 'getal', 'regels', 'als', 'het', 'oorspronkelijke', 'heeft', 'overgebragt', ',', 'dus', 'heeft', 'de', 'Heer', 'barbaz', 'dat', 'zelfde', 'kunststuk', 'aan', 'de', 'Henriade', 'beproefd', ',', 'en', 'het', 'is', 'hem', 'gelukt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Tot', 'U', ',', 'mijn', 'God', ';', 'Beschouw', 'mijn', 'treurig', 'lot', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Gedurende', 'de', 'belegering', 'dezer', 'vesting', 'door', 'de', 'Oostenrijkers', 'steeg', 'de', 'Entreprenant', 'dagelijks', 'eenige', 'malen', 'boven', 'de', 'stad', 'op', 'en', 'gaf', 'door', 'depeches', ',', 'die', 'men', ',', 'aan', 'zakskes', 'met', 'zand', 'gebonden', ',', 'door', 'middel', 'van', 'een', 'koord', ',', 'neêrliet', ',', 'berichten', 'over', 'de', 'bewegingen', 'van', 'den', 'vijand', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['k', 'Wil', 'haar', 'steeds', 'om', 'mij', 'zien', ',', 'steeds', 'bij', 'mij', ',', 'ongezind', '.', '.', '.', 'o', 'Boet', ',', 'gij', ',', 'die', 'k', 'aanbid', ',', 'de', 'macht', ',', 'die', 'k', 'ondervind', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Projectilen', ',', 'die', 'hout', 'of', 'metselwerk', 'onder', 'hoeken', 'van', '25o', 'à', '30o', 'treffen', ',', 'stuiten', 'daarop', 'af', ',', 'zonder', 'eenige', 'uitwerking', 'te', 'doen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['De', 'witte', 'Muizen', 'zijn', 'zoo', 'afkeerig', 'van', 'het', 'licht', ',', 'dat', 'zij', 'daarin', 'steeds', 'hunne', 'oogen', 'gesloten', 'houden', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['dezelve', 'ten', 'eersten', 'bekend', 'te', 'maaken', '.']","[0, 0, 0, 0, 0, 0, 0]"
"['De', 'drooge', ',', 'die', 'uit', 'eene', 'te', 'sterke', 'schraalheid', 'of', 'dorheid', 'ontstaat', ';', 'de', 'Hoornagtige', ',', 'die', 'den', 'hoef', 'als', 'hoornagtig', 'doet', 'uitgroeien', 'of', 'ondermynt', ';', 'waarom', 'men', 'ze', 'ook', 'Binnenshoorns', 'noemt', ';', 'en', 'de', 'gedrukte', ',', 'die', 'door', 'kwetsing', 'veroorzaakt', 'is', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['En', 'hoe', 'is', 'dan', 'de', 'eigenlijke', 'kleur', 'van', 'het', 'dier', ',', 'vader', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['De', 'lanen', 'van', 'Lijsterbosch', 'waren', 'weêr', 'met', 'hoog', 'gras', 'begroeid', 'en', 'de', 'bloemperken', 'stonden', 'vol', 'onkruid', ';', 'slechts', 'de', 'wilde', 'rozen', 'tierden', 'welig', 'om', 'het', 'verlaten', 'huis', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0]"
"['v', '.', 'waakzaamheit', '.']","[0, 0, 0, 0]"
"['Het', 'meest', 'krijgen', 'de', 'paarden', 'haver', 'en', 'deze', 'volop', ',', 'zoo', 'ook', 'klaver', 'en', 'stroo', ',', 'door', 'elkander', 'gehakt', ',', 'eene', 'zeer', 'geurige', 'en', 'aangename', 'voedering', '.']","[0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Dat', 'is', 'ook', 'zo', ':', 'veronderstel', 'nu', 'eens', ',', 'dat', 'ik', 'tegen', 'u', 'zeide', ':', 'mietje', ',', 'ik', 'heb', 'een', 'stuk', 'rundvleesch', 'in', 'suiker', ',', 'in', 'plaats', 'van', 'in', 'zout', ',', 'gelegd', ',', 'en', 'het', 'is', 'volkomen', 'goed', 'gebleeven', ':', 'en', 'gij', 'antwoordde', 'mij', ';', 'moeder', ',', 'dit', 'is', 'onmogelijk', ';', 'want', ',', 'suiker', 'is', 'zoet', 'en', 'lekker', ',', 'en', 'zout', 'onaangenaam', ',', 'scherp', 'en', 'bitter', ';', 'en', 'daar', 'in', 'houdt', 'men', 'immers', 'het', 'vleesch', 'goed', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Wij', 'vereeren', 'de', 'ernstige', 'en', 'godsdienstige', 'gevoelens', 'van', 'den', 'Heer', 'abbring', ',', 'en', 'wenschen', 'hartelijk', ',', 'dat', 'men', 'overal', ',', 'bij', 'gepensioneerde', 'en', 'niet', 'gepensioneerde', 'Officieren', 'niet', 'alleen', ',', 'maar', 'ook', 'in', 'andere', 'standen', ',', 'hetzij', 'al', ',', 'hetzij', 'niet', 'behoorende', 'tot', 'de', 'Ridders', 'der', 'Orde', 'van', 'den', 'Nederlandschen', 'Leeuw', ',', 'de', 'gedachten', 'des', 'doods', 'aanwende', 'tot', 'Christelijke', 'vertroosting', 'en', 'besturing', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['waerom', 'hebt', 'ge', 'my', 'dat', 'alles', 'niet', 'eerder', 'gezegd', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['4', 'Droeve', 'herten', 'doet', 'het', 'quelen', ',', 'Ende', 'spelen', ':', 'Iae', 't', 'verdrijft', 'een', 'swaren', 'geest', ',', 'Sonder', 'pijn', ',', 'of', 'sonder', 'knaghen', ',', 'Alle', 'daghen', ',', 't', 'Is', 'een', 'goet', 'dat', 'haest', 'gheneest', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Rosa', '!', 'ontsprong', 'met', 'begeesterden', 'galm', 'uit', 'zyne', 'borst', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['laet', 'mijn', 'dochter', 'gaen', ',', 'En', ',', 'voort', 'ghy', 'varcken', ',', 'hier', 'van', 'daen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['In', 'den', 'eenen', 'hoek', 'staan', 'twee', 'citroenboomen', ',', 'met', 'vruchten', 'beladen', ',', 'oleanders', 'van', 'vijf', 'zes', 'meters', 'hoog', ',', 'en', 'een', 'slangencactus', 'van', 'gelijke', 'afmeting', '.']","[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
"['Hy', 'valt', 'bewusteloos', 'neder', '.', 'Eene', 'stem', 'zingt', 'de', 'volgende', 'bezweering', ':', 'Als', 'de', 'maen', 'schynt', 'op', 'de', 'baren', ',', 'En', 'de', 'glimworm', 'in', 'het', 'gras', ';', 'Graf', 'gestalten', 'rustloos', 'waren', ',', 'T', 'dwaellicht', 'zweeft', 'op', 'moer', 'en', 'plas', ';', 'Als', ',', 'by', 't', 'sterverschietend', 'stralen', ',', 'De', 'uilen', 'krytend', 'zich', 'herhalen', ';', 'Als', 'het', 'zwymend', 'windje', 'smacht', ',', 'T', 'blaedje', 'rust', 'in', 'schaêuw', 'der', 'dalen', ',', 'Werkt', 'myn', 'ziel', 'op', 'u', 'in', 'kracht', 'Met', 'een', 'toovermerk', 'en', 'magt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['18', '.', 'en', 'voegde', 'daar', 'achter', 'zyne', 'ondernemingen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Welnu', ',', 'Laat', 'hem', 'die', 'eens', 'herzeggen', ',', 'Uit', 'lust', 'en', 'dank', 'aan', 'u', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
